record.id,word.id,morpheme.id,speaker,translation,word,gloss,ps,lg,morpheme.type
346,2972,3279,A,"they make food, they make food, they eat, they wash, they wash, they wash, they wash, they comb, comb, comb, comb, comb",hng,3PL,pro,N,stem
346,2973,3280,A,"they make food, they make food, they eat, they wash, they wash, they wash, they wash, they comb, comb, comb, comb, comb","ǁʼali,",wash,vatr,N,stem
346,2974,3281,A,"they make food, they make food, they eat, they wash, they wash, they wash, they wash, they comb, comb, comb, comb, comb",hng,3PL,pro,N,stem
346,2975,3282,A,"they make food, they make food, they eat, they wash, they wash, they wash, they wash, they comb, comb, comb, comb, comb","ǁʼali,",wash,vatr,N,stem
346,2976,3283,A,"they make food, they make food, they eat, they wash, they wash, they wash, they wash, they comb, comb, comb, comb, comb",hng,3PL,pro,N,stem
346,2977,3284,A,"they make food, they make food, they eat, they wash, they wash, they wash, they wash, they comb, comb, comb, comb, comb","kama,",comb,vitr,A,stem
346,2978,3285,A,"they make food, they make food, they eat, they wash, they wash, they wash, they wash, they comb, comb, comb, comb, comb","kama,",comb,vitr,A,stem
346,2979,3286,A,"they make food, they make food, they eat, they wash, they wash, they wash, they wash, they comb, comb, comb, comb, comb","kama,",comb,vitr,A,stem
346,2980,3287,A,"they make food, they make food, they eat, they wash, they wash, they wash, they wash, they comb, comb, comb, comb, comb","kama,",comb,vitr,A,stem
346,2981,3288,A,"they make food, they make food, they eat, they wash, they wash, they wash, they wash, they comb, comb, comb, comb, comb",kama,comb,vitr,A,stem
347,2982,3289,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""","""nou",now,adv,A,stem
347,2983,3290,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""",nǃaun,hare,n,N,stem
347,2984,3291,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""","ʘoang,",DIM,n,N,stem
347,2984,3292,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""","ʘoang,",?,nsf,N,suffix
347,2985,3293,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""",ng,1SG,pro,N,stem
347,2986,3294,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""",ǂao,want,vitr,K,stem
347,2987,3295,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""",ng,1SG,pro,N,stem
347,2988,3296,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""",nǁaa,get.dressed,vatr,N,stem
347,2989,3297,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""",ng,1SG,pro,N,stem
347,2990,3298,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""","ǃxaike"",",clothes,n,K,stem
347,2990,3299,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""","ǃxaike"",",PL,nsf,N,suffix
347,2991,3300,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""","""haʼa,",no,interj,N,stem
347,2992,3301,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""",xuua,leave,vtr,N,stem
347,2992,3302,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""",xuua,IMP.SG,vsf,N,suffix
347,2993,3303,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""","ǁhaa,",get.dressed,vatr,N,stem
347,2994,3304,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""",a,2SG,pro,N,stem
347,2995,3305,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""",si,IRR,part,N,stem
347,2996,3306,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""",ǁʼae,go.away,vatr,N,stem
347,2997,3307,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""",ng,and,part,N,stem
347,2998,3308,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""",nǁaa,get.dressed,vatr,N,stem
347,2999,3309,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""",ng,OBL,part,N,stem
347,3000,3310,A,"(J) ""nou, little rabbit, I want to put on my clothes"", (H) ""no, don't get dressed, you shall go and get dressed on the dune""","nǃoon""",dune,n,N,stem
348,3001,3311,A,"(J) ""on the dune?! yes","""ng",OBL,part,N,stem
348,3002,3312,A,"(J) ""on the dune?! yes","nǃoon,",dune,n,N,stem
348,3003,3313,A,"(J) ""on the dune?! yes",o,oh,interj,A,stem
349,3004,3314,A,"you have given me a plan, I go and get dressed on the dune""","nee,",no,interj,A,stem
349,3005,3315,A,"you have given me a plan, I go and get dressed on the dune""",a,2SG,pro,N,stem
349,3006,3316,A,"you have given me a plan, I go and get dressed on the dune""",xa,PST,part,N,stem
349,3007,3317,A,"you have given me a plan, I go and get dressed on the dune""",tsaa,give,vtr,N,stem
349,3008,3318,A,"you have given me a plan, I go and get dressed on the dune""",nya,1SG.DAT,pro,N,stem
349,3009,3319,A,"you have given me a plan, I go and get dressed on the dune""","plana,",plan,n,A,stem
349,3009,3320,A,"you have given me a plan, I go and get dressed on the dune""","plana,",?,nsf,N,suffix
349,3010,3321,A,"you have given me a plan, I go and get dressed on the dune""",ng,1SG,pro,N,stem
349,3011,3322,A,"you have given me a plan, I go and get dressed on the dune""",ǁʼng,go.and,vitr,N,stem
349,3012,3323,A,"you have given me a plan, I go and get dressed on the dune""",nǁaa,get.dressed,vatr,N,stem
349,3013,3324,A,"you have given me a plan, I go and get dressed on the dune""",ng,OBL,part,N,stem
349,3014,3325,A,"you have given me a plan, I go and get dressed on the dune""","nǃoon""",dune,n,N,stem
350,3015,3326,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""","""[gǀa]",2SG.Q,pro,N,stem
350,3016,3327,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""",ǁʼae,go.away,vatr,N,stem
350,3017,3328,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""",ng,and,part,N,stem
350,3018,3329,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""",nǀaa,see,vatr,N,stem
350,3019,3330,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""",gǃae,springbok,n,N,stem
350,3020,3331,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""","meide,",meid,n,A,stem
350,3020,3332,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""","meide,",PL,nsf,A,suffix
350,3021,3333,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""",gǃae,springbok,n,N,stem
350,3022,3334,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""",meide,meid,n,A,stem
350,3022,3335,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""",meide,PL,nsf,A,suffix
350,3023,3336,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""",ke,?,part,N,stem
350,3024,3337,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""",nǁaa,stay,vatr,N,stem
350,3025,3338,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""",ki,place,n,N,stem
350,3026,3339,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""","a,",this,dei,N,stem
350,3027,3340,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""","gǃae,",springbok,n,N,stem
350,3028,3341,A,"(H) ""you (shall) go and see the springbok girls, the springbok girls are here, springboks, springboks""",gǃae,springbok,n,N,stem
351,3029,3342,A,"they are beautiful, they are beautiful, they ?, they ?, hm",hng,3PL,pro,N,stem
351,3030,3343,A,"they are beautiful, they are beautiful, they ?, they ?, hm","ǀhaqoka,",be.beautiful,vitr,N,stem
351,3030,3344,A,"they are beautiful, they are beautiful, they ?, they ?, hm","ǀhaqoka,",?,vsf,N,suffix
351,3031,3345,A,"they are beautiful, they are beautiful, they ?, they ?, hm",hng,3PL,pro,N,stem
351,3032,3346,A,"they are beautiful, they are beautiful, they ?, they ?, hm","ǀhaqoka,",be.beautiful,vitr,N,stem
351,3032,3347,A,"they are beautiful, they are beautiful, they ?, they ?, hm","ǀhaqoka,",?,vsf,N,suffix
351,3033,3348,A,"they are beautiful, they are beautiful, they ?, they ?, hm",[hng],3PL,pro,N,stem
351,3034,3349,A,"they are beautiful, they are beautiful, they ?, they ?, hm",hng,3PL,pro,N,stem
351,3035,3350,A,"they are beautiful, they are beautiful, they ?, they ?, hm",hng,3PL,pro,N,stem
351,3036,3351,A,"they are beautiful, they are beautiful, they ?, they ?, hm",hm,hm,interj,N,stem
352,3037,3352,A,"(he) takes his clothes, he puts (them) into a sack",[ǁa],***,***,***,stem
352,3038,3353,A,"(he) takes his clothes, he puts (them) into a sack",ǀai,take,vtr,N,stem
352,3039,3354,A,"(he) takes his clothes, he puts (them) into a sack",ha,3H.SG,pro,N,stem
352,3040,3355,A,"(he) takes his clothes, he puts (them) into a sack","ǃxaike,",clothes,n,K,stem
352,3040,3356,A,"(he) takes his clothes, he puts (them) into a sack","ǃxaike,",PL,nsf,N,suffix
352,3041,3357,A,"(he) takes his clothes, he puts (them) into a sack",ha,3H.SG,pro,N,stem
352,3042,3358,A,"(he) takes his clothes, he puts (them) into a sack",ǀʼee,put.in,vatr,N,stem
352,3043,3359,A,"(he) takes his clothes, he puts (them) into a sack",ng,OBL,part,N,stem
352,3044,3360,A,"(he) takes his clothes, he puts (them) into a sack",gǃuu,sack,n,N,stem
353,3045,3361,A,"when (he) has put (them) in the sack, (he) ties (the sack) on the horse""",klaar,finished,adv,A,stem
353,3046,3362,A,"when (he) has put (them) in the sack, (he) ties (the sack) on the horse""",ǀʼeea,put.in,vatr,N,stem
353,3046,3363,A,"when (he) has put (them) in the sack, (he) ties (the sack) on the horse""",ǀʼeea,?,vsf,N,suffix
353,3047,3364,A,"when (he) has put (them) in the sack, (he) ties (the sack) on the horse""",ng,OBL,part,N,stem
353,3048,3365,A,"when (he) has put (them) in the sack, (he) ties (the sack) on the horse""",gǃuu,sack,n,N,stem
353,3049,3366,A,"when (he) has put (them) in the sack, (he) ties (the sack) on the horse""",a,2SG,pro,N,stem
353,3050,3367,A,"when (he) has put (them) in the sack, (he) ties (the sack) on the horse""",ǁʼngke,tie,vtr,N,stem
353,3050,3368,A,"when (he) has put (them) in the sack, (he) ties (the sack) on the horse""",ǁʼngke,?,vsf,N,suffix
353,3051,3369,A,"when (he) has put (them) in the sack, (he) ties (the sack) on the horse""","haansi""",horse,n,K,stem
353,3051,3370,A,"when (he) has put (them) in the sack, (he) ties (the sack) on the horse""","haansi""",?,sf,N,suffix
354,3052,3371,A,they climb (on the horse) ...,hng,3PL,pro,N,stem
354,3053,3372,A,they climb (on the horse) ...,ǁain,climb,vtr,N,stem
355,3054,3373,A,the hare ...,nǃaun,hare,n,N,stem
356,3055,3374,A,and the jackal,nǀa,COM,part,N,stem
356,3056,3375,A,and the jackal,koro,jackal,n,N,stem
357,3057,3376,A,they ride now,hng,3PL,pro,N,stem
357,3058,3377,A,they ride now,nou,now,adv,A,stem
357,3059,3378,A,they ride now,ǃabi,ride,vatr,K,stem
358,3060,3379,A,"(H) ""do you know what you should do?","""gǀa",2SG.Q,pro,N,stem
358,3061,3380,A,"(H) ""do you know what you should do?",ǁxae,know,vitr,N,stem
358,3062,3381,A,"(H) ""do you know what you should do?",a,2SG,pro,N,stem
358,3063,3382,A,"(H) ""do you know what you should do?",si,IRR,part,N,stem
358,3064,3383,A,"(H) ""do you know what you should do?",dyisi,what,n,N,stem
358,3065,3384,A,"(H) ""do you know what you should do?",kxʼuu,do,vtr,N,stem
359,3066,3385,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",a,CONN,part,N,stem
359,3067,3386,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",su,1PL.E,pro,N,stem
359,3067,3387,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",su,?,sf,N,suffix
359,3068,3388,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",ng,?,part,N,stem
359,3069,3389,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",ǁʼaa,go.to,vatr,N,stem
359,3070,3390,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""","nǃoon,",dune,n,N,stem
359,3071,3391,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",a,2SG,pro,N,stem
359,3072,3392,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",nǁae,then,adv,N,stem
359,3073,3393,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",ng,thus,adv,N,stem
359,3074,3394,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",kxʼuu,make,vtr,N,stem
359,3075,3395,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",haansi,horse,n,K,stem
359,3075,3396,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",haansi,LOAN.SG,nsf,N,suffix
359,3076,3397,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",nǀa,COM,part,N,stem
359,3077,3398,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",sambokesi,sjambok,n,A,stem
359,3077,3399,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",sambokesi,LOAN.SG,nsf,N,suffix
359,3078,3400,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",nǀa,PURP,part,N,stem
359,3079,3401,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""",si,1PL.E,pro,N,stem
359,3080,3402,A,"when we go to the dune, then you do (= whip) the horse with the sjambok, so that we see (what happens then)""","nǀaa""",see,vatr,N,stem
360,3081,3403,A,"(J) ""yes""","""ke""",yes,part,N,stem
361,3082,3404,A,"(H) ""but you go and put on your clothes on the dune","""maar",but,part,A,stem
361,3083,3405,A,"(H) ""but you go and put on your clothes on the dune",a,2SG,pro,N,stem
361,3084,3406,A,"(H) ""but you go and put on your clothes on the dune",ǁʼae,go.away,vatr,N,stem
361,3085,3407,A,"(H) ""but you go and put on your clothes on the dune",ng,and,part,N,stem
361,3086,3408,A,"(H) ""but you go and put on your clothes on the dune",nǁaa,put.on,vatr,N,stem
361,3087,3409,A,"(H) ""but you go and put on your clothes on the dune",a,2SG,pro,N,stem
361,3088,3410,A,"(H) ""but you go and put on your clothes on the dune",ǃxaike,clothes,n,K,stem
361,3088,3411,A,"(H) ""but you go and put on your clothes on the dune",ǃxaike,PL,nsf,N,suffix
361,3089,3412,A,"(H) ""but you go and put on your clothes on the dune",ng,OBL,part,N,stem
361,3090,3413,A,"(H) ""but you go and put on your clothes on the dune",nǃoon,dune,n,N,stem
362,3091,3414,A,"before you get dressed, hm""",voor,before,adv,A,stem
362,3092,3415,A,"before you get dressed, hm""",au,2SG,pro,N,stem
362,3092,3416,A,"before you get dressed, hm""",au,?,sf,N,suffix
362,3093,3417,A,"before you get dressed, hm""","nǁaa,",get.dressed,vatr,N,stem
362,3094,3418,A,"before you get dressed, hm""","hm""",hm,interj,N,stem
363,3095,3419,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride",[ha,3H.SG,pro,N,stem
363,3096,3420,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride",ng,?,part,N,stem
363,3097,3421,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride",hm],hm,interj,N,stem
363,3098,3422,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride",hng,3PL,pro,N,stem
363,3099,3423,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride","ǃabi,",ride,vatr,K,stem
363,3100,3424,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride",hng,3PL,pro,N,stem
363,3101,3425,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride","ǃabi,",ride,vatr,K,stem
363,3102,3426,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride",hng,3PL,pro,N,stem
363,3103,3427,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride","ǃabi,",ride,vatr,K,stem
363,3104,3428,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride",hng,3PL,pro,N,stem
363,3105,3429,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride","ǃabi,",ride,vatr,K,stem
363,3106,3430,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride",hng,3PL,pro,N,stem
363,3107,3431,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride","ǃabi,",ride,vatr,K,stem
363,3108,3432,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride",hng,3PL,pro,N,stem
363,3109,3433,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride","ǃabi,",ride,vatr,K,stem
363,3110,3434,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride",hng,3PL,pro,N,stem
363,3111,3435,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride","ǃabi,",ride,vatr,K,stem
363,3112,3436,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride",hng,3PL,pro,N,stem
363,3113,3437,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride","ǃabi,",ride,vatr,K,stem
363,3114,3438,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride",hng,3PL,pro,N,stem
363,3115,3439,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride","ǃabi,",ride,vatr,K,stem
363,3116,3440,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride",hng,3PL,pro,N,stem
363,3117,3441,A,"they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride, they ride",ǃabi,ride,vatr,K,stem
364,3118,3442,A,"(H) ""do you know something, uncle Klaas?","""[oom]",uncle,n,A,stem
364,3119,3443,A,"(H) ""do you know something, uncle Klaas?",gǀa,2SG.Q,pro,N,stem
364,3120,3444,A,"(H) ""do you know something, uncle Klaas?",ǁxae,know,vitr,N,stem
364,3121,3445,A,"(H) ""do you know something, uncle Klaas?","dyisi,",what,n,N,stem
364,3122,3446,A,"(H) ""do you know something, uncle Klaas?",oom,uncle,n,A,stem
364,3123,3447,A,"(H) ""do you know something, uncle Klaas?",Klaas,PN,n,A,stem
365,3124,3448,A,"here is the house, here is the house, here is the house, here is the house""",nǁng,house,n,N,stem
365,3125,3449,A,"here is the house, here is the house, here is the house, here is the house""","ke,",ID,part,N,stem
365,3126,3450,A,"here is the house, here is the house, here is the house, here is the house""",nǁng,house,n,N,stem
365,3127,3451,A,"here is the house, here is the house, here is the house, here is the house""","ke,",ID,part,N,stem
365,3128,3452,A,"here is the house, here is the house, here is the house, here is the house""",nǁng,house,n,N,stem
365,3129,3453,A,"here is the house, here is the house, here is the house, here is the house""","ke,",ID,part,N,stem
365,3130,3454,A,"here is the house, here is the house, here is the house, here is the house""",nǁng,house,n,N,stem
365,3131,3455,A,"here is the house, here is the house, here is the house, here is the house""","ke""",ID,part,N,stem
366,3132,3456,A,"(...) ""yes, I go and get dressed on the dune, I go and get dressed on the dune","""ja,",yes,interj,A,stem
366,3133,3457,A,"(...) ""yes, I go and get dressed on the dune, I go and get dressed on the dune",ng,1SG,pro,N,stem
366,3134,3458,A,"(...) ""yes, I go and get dressed on the dune, I go and get dressed on the dune",ǁʼae,go.away,vatr,N,stem
366,3135,3459,A,"(...) ""yes, I go and get dressed on the dune, I go and get dressed on the dune",nya,1SG.?,pro,N,stem
366,3136,3460,A,"(...) ""yes, I go and get dressed on the dune, I go and get dressed on the dune",nǁaa,get.dressed,vatr,N,stem
366,3137,3461,A,"(...) ""yes, I go and get dressed on the dune, I go and get dressed on the dune",ng,OBL,part,N,stem
366,3138,3462,A,"(...) ""yes, I go and get dressed on the dune, I go and get dressed on the dune","nǃoon,",dune,n,N,stem
366,3139,3463,A,"(...) ""yes, I go and get dressed on the dune, I go and get dressed on the dune",ng,1SG,pro,N,stem
366,3140,3464,A,"(...) ""yes, I go and get dressed on the dune, I go and get dressed on the dune",ǁʼae,go.away,vatr,N,stem
366,3141,3465,A,"(...) ""yes, I go and get dressed on the dune, I go and get dressed on the dune",nya,1SG.?,pro,N,stem
366,3142,3466,A,"(...) ""yes, I go and get dressed on the dune, I go and get dressed on the dune",nǁaa,get.dressed,vatr,N,stem
366,3143,3467,A,"(...) ""yes, I go and get dressed on the dune, I go and get dressed on the dune",ng,OBL,part,N,stem
366,3144,3468,A,"(...) ""yes, I go and get dressed on the dune, I go and get dressed on the dune",nǃoon,dune,n,N,stem
367,3145,3469,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes","""xuua",leave,vtr,N,stem
367,3145,3470,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes","""xuua",IMP.SG,vsf,N,suffix
367,3146,3471,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes","nya,",1SG.DAT,pro,N,stem
367,3147,3472,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes",ng,1SG,pro,N,stem
367,3148,3473,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes",ǁʼae,go,vatr,N,stem
367,3149,3474,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes",nya,1SG.?,pro,N,stem
367,3150,3475,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes",nǁaa,get.dressed,vatr,N,stem
367,3151,3476,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes",ng,OBL,part,N,stem
367,3152,3477,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes","nǃoon"",",dune,n,N,stem
367,3153,3478,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes","""o,",oh,interj,A,stem
367,3154,3479,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes",a,2SG,pro,N,stem
367,3155,3480,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes",si,IRR,part,N,stem
367,3156,3481,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes",ǁʼae,go.away,vatr,N,stem
367,3157,3482,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes",ng,1SG,pro,N,stem
367,3158,3483,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes",nǁaa,get.dressed,vatr,N,stem
367,3159,3484,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes",ng,OBL,part,N,stem
367,3160,3485,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes","nǃoon,",dune,n,N,stem
367,3161,3486,A,"you don't have to tell me, I go and get dressed at the dune"", (H) ""yes, you shall go and get dressed at the dune, yes",o,ooh,interj,A,stem
368,3162,3487,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...","hm,",hm,interj,N,stem
368,3163,3488,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",maar,but,part,A,stem
368,3164,3489,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",a,CONN,part,N,stem
368,3165,3490,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",su,1PL.E,pro,N,stem
368,3165,3491,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",su,UP,nsf,N,suffix
368,3166,3492,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",ǁain,climb,vtr,N,stem
368,3167,3493,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...","nǃoon,",dune,n,N,stem
368,3168,3494,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",a,2SG,pro,N,stem
368,3169,3495,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",nǁae,then,adv,N,stem
368,3170,3496,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",ǀai,take,vtr,N,stem
368,3171,3497,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",ng,OBL,part,N,stem
368,3172,3498,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...","sambokesi,",sjambok,n,A,stem
368,3172,3499,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...","sambokesi,",LOAN.SG,nsf,N,suffix
368,3173,3500,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",a,2SG,pro,N,stem
368,3174,3501,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",ǀqui,***,***,***,stem
368,3175,3502,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",qain,be.frightened,vitr,N,stem
368,3176,3503,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",a,2SG,pro,N,stem
368,3177,3504,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",haasi,horse,n,K,stem
368,3177,3505,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",haasi,LOAN.SG,nsf,N,suffix
368,3178,3506,A,"but when we climb on the dune, then you take the sjambok and frighten your horse so that ...",nǀa,COM,part,N,stem
369,3179,3507,A,"it (the horse) tripples""",ha,3H.SG,pro,N,stem
369,3180,3508,A,"it (the horse) tripples""","trippele""",tripple,vitr,A,stem
370,3181,3509,A,"(J) ""hm, I will do, I will do","""hm,",hm,interj,N,stem
370,3182,3510,A,"(J) ""hm, I will do, I will do",ng,1SG,pro,N,stem
370,3183,3511,A,"(J) ""hm, I will do, I will do",si,IRR,part,N,stem
370,3184,3512,A,"(J) ""hm, I will do, I will do","kxʼuu,",do,vtr,N,stem
